match_number,match_id,date,event_name,ground_name,ground_city,team_1,team_2,toss_winner,toss_decision,team_1_total_runs,team_2_total_runs,winner,margin_runs,margin_wickets,winning_method,player_of_the_match
2550,1462901,2024-12-14,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"Belgrano Athletic Club Ground, Buenos Aires",Buenos Aires,Bahamas,Suriname,Bahamas,bat,97,71,Bahamas,26.0,,,K Hinds
2551,1462902,2024-12-14,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"St Albans Club, Buenos Aires",Buenos Aires,Panama,Belize,Panama,bat,103,104,Belize,,7.0,,L Bonner
2552,1462903,2024-12-14,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"Belgrano Athletic Club Ground, Buenos Aires",Buenos Aires,Argentina,Mexico,Mexico,field,121,98,Argentina,23.0,,,H Fennell
2553,1462932,2024-12-14,Africa Continental Cup,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Nigeria,Uganda,Nigeria,bat,89,90,Uganda,,6.0,,Riazat Ali Shah
2554,1463654,2024-12-14,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Bahrain,Kuwait,Kuwait,field,125,121,Bahrain,4.0,,,Imran Anwar
2555,1463655,2024-12-14,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Oman,Qatar,Qatar,field,204,169,Oman,35.0,,,Jatinder Singh
2556,1433383,2024-12-15,Bangladesh tour of West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Kingstown,Bangladesh,West Indies,West Indies,field,147,140,Bangladesh,7.0,,,Mahedi Hasan
2557,1462904,2024-12-15,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"Belgrano Athletic Club Ground, Buenos Aires",Buenos Aires,Brazil,Belize,Brazil,bat,120,121,Belize,,6.0,,L Bonner
2558,1462905,2024-12-15,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"Hurlingham Club Ground, Buenos Aires",Buenos Aires,Cayman Islands,Argentina,Argentina,field,116,94,Cayman Islands,22.0,,,C Wright
2559,1462906,2024-12-15,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"Belgrano Athletic Club Ground, Buenos Aires",Buenos Aires,Bermuda,Bahamas,Bermuda,bat,179,117,Bermuda,62.0,,,
2560,1462907,2024-12-15,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"Hurlingham Club Ground, Buenos Aires",Buenos Aires,Panama,Mexico,Mexico,field,111,63,Panama,48.0,,,Mahmud Jasat
2561,1463656,2024-12-15,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,United Arab Emirates,Oman,Oman,field,157,133,United Arab Emirates,24.0,,,Waseem Muhammad
2562,1463657,2024-12-15,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Qatar,Saudi Arabia,Saudi Arabia,field,123,126,Saudi Arabia,,9.0,,Usman Khalid
2563,1462908,2024-12-16,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"St Albans Club, Buenos Aires",Buenos Aires,Bermuda,Cayman Islands,Bermuda,bat,139,126,Bermuda,13.0,,,Z Burgess
2564,1462909,2024-12-16,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"St George's College Ground, Buenos Aires",Buenos Aires,Bahamas,Mexico,Bahamas,bat,95,71,Bahamas,24.0,,,K Hinds
2565,1462910,2024-12-16,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"St Albans Club, Buenos Aires",Buenos Aires,Belize,Suriname,Belize,bat,98,99,Suriname,,4.0,,K Hardat
2566,1462911,2024-12-16,ICC Men's T20 World Cup Sub Regional Americas Qualifier,"St George's College Ground, Buenos Aires",Buenos Aires,Argentina,Brazil,Brazil,field,107,96,Argentina,11.0,,,AAP Rivero
2567,1463658,2024-12-16,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Saudi Arabia,Bahrain,Bahrain,field,113,119,Bahrain,,8.0,,Haider Butt
2568,1463659,2024-12-16,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,United Arab Emirates,Kuwait,United Arab Emirates,bat,168,157,United Arab Emirates,11.0,,,T Suri
2569,1433384,2024-12-17,Bangladesh tour of West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Kingstown,Bangladesh,West Indies,West Indies,field,129,102,Bangladesh,27.0,,,Shamim Hossain
2570,1463660,2024-12-17,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Qatar,Kuwait,Kuwait,field,138,142,Kuwait,,6.0,,Sayed Monib
2571,1463661,2024-12-17,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Oman,Bahrain,Bahrain,field,130,128,Oman,2.0,,,Mohammad Nadeem
2572,1463662,2024-12-18,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Oman,Saudi Arabia,Saudi Arabia,field,165,166,Saudi Arabia,,8.0,,Faisal Khan
2573,1463663,2024-12-18,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,United Arab Emirates,Qatar,United Arab Emirates,bat,162,139,United Arab Emirates,23.0,,,SS Kang
2574,1433385,2024-12-19,Bangladesh tour of West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Kingstown,Bangladesh,West Indies,Bangladesh,bat,189,109,Bangladesh,80.0,,,Jaker Ali
2575,1463664,2024-12-19,Gulf T20I Championship,"ICC Academy, Dubai",Dubai,Saudi Arabia,United Arab Emirates,United Arab Emirates,field,182,171,Saudi Arabia,11.0,,,Usman Najeeb
